image_url,tweet,label
train\Fog\foggy-105.jpg,"The traffic road has low visibility due to fog. The road condition is good, with no visible damage or water. The sky is obscured by fog.",0
train\Fog\foggy-106.jpg,The visibility is low due to fog. The road surface appears clear. The sky is obscured by the fog.,0
train\Fog\foggy-107.jpg,"The traffic road shows poor air quality, low visibility, wet and slippery surface with puddles. The sky is covered by dense fog.",0
train\Fog\foggy-108.jpg,"The traffic road has low visibility due to fog. The sky appears overcast, and the overall atmosphere is hazy.",0
train\Fog\foggy-109.jpg,"The weather is foggy, reducing visibility. The road condition is clear.",0
train\Fog\foggy-111.jpg,"The traffic road has low visibility due to fog. The wet road reflects faint light. The sky is covered with a thin layer of haze, making the scene somewhat hazy.",0
train\Fog\foggy-112.jpg,"The visibility is low due to particulate matter in the air. The road surface appears smooth and dry. The sky is overcast, with dim lighting.",0
train\Fog\foggy-113.jpg,"The traffic road has low visibility, the sky is hazy.",0
train\Fog\foggy-114.jpg,"The traffic road has low visibility due to fog. The road appears wet, reflecting the vehicle's lights. The sky is covered with fog, making it dark and gloomy.",0
train\Fog\haze-002.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the air quality may be affected.",0
train\Fog\haze-003.jpg,"The traffic road shows poor air quality, low visibility, wet road conditions, and a cloudy sky.",0
train\Fog\haze-004.jpg,"The traffic road has low visibility due to fog. The air appears moist, and the road looks slippery. The sky is covered with fog, making the light dim.",0
train\Fog\haze-005.jpg,"The air quality is poor, visibility is low. The road appears wet, likely due to recent rain. The sky is covered by dense fog, making distant objects unclear.",0
train\Fog\haze-006.jpg,"The visibility is low due to air pollution. The road condition is good, with no visible damage or water. The sky appears hazy, indicating poor air quality.",0
train\Fog\haze-007.jpg,"The visibility is low, the sky is dark. The road appears blurry, and vehicle taillights glow faintly in the distance.",0
train\Fog\haze-009.jpg,"The visibility is low due to fog. The air appears moist, and the road is clear. The sky is uniformly gray.",0
train\Fog\haze-010.jpg,"The image shows low visibility due to fog. The road appears wet, and the sky is dark and overcast.",0
train\Fog\haze-011.jpg,"The image shows a low visibility condition with a foggy sky, wet road surface, and reduced clarity.",0
train\Fog\haze-012.jpg,"The traffic road is shrouded in a low visibility, creating a hazy atmosphere. The road appears wet, indicating high humidity. The sky is overcast, contributing to the foggy ambiance.",0
train\Fog\haze-013.jpg,"The traffic road has low visibility due to air pollution. The sky appears hazy, and the overall scene is foggy.",0
train\Fog\haze-016.jpg,"The traffic road has low visibility, with vehicles' outlines appearing blurry. The road appears wet, reflecting bright light. The sky is unclear, creating a hazy atmosphere due to fine particles in the air.",0
train\Fog\haze-018.jpg,"The visibility is low, the sky is hazy.",0
train\Fog\haze-019.jpg,"The traffic road shows poor air quality, low visibility, and a slightly blurred road surface. The sky appears hazy overall.",0
train\Fog\haze-020.jpg,The traffic road has low visibility due to air pollution. The road condition is good with no visible damage. The sky is obscured by a thick layer of haze.,0
train\Fog\haze-021.jpg,"The traffic road has low visibility due to fog. The sky is hazy, and the road appears wet.",0
train\Fog\haze-022.jpg,"The visibility is low due to fog. The sky is overcast, and the road appears wet.",0
train\Fog\haze-023.jpg,"The visibility is extremely low due to dense fog. The road appears slippery, possibly with ice or snow. The sky is overcast, giving a gloomy atmosphere.",0
train\Fog\haze-024.jpg,"Visibility is low, and the road appears wet. The sky is overcast.",0
train\Fog\haze-026.jpg,"The traffic road has low visibility due to the dim light and mist. The road condition is good, with no visible damage or water. The sky appears hazy, with the main light sources being street lamps and vehicle headlights.",0
train\Fog\haze-027.jpg,"The traffic road shows poor air quality, low visibility, and a cloudy sky.",0
train\Fog\haze-028.jpg,"The traffic road has low visibility, the sky is hazy, and the air quality is poor.",0
train\Fog\haze-029.jpg,"The traffic road has low visibility due to fog. The air is hazy, and the distant vehicles and road are blurred. The road appears smooth with no visible wetness. The sky is covered in fog, creating a misty atmosphere.",0
train\Fog\haze-030.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the air quality appears poor.",0
train\Fog\haze-031.jpg,"The traffic road has low visibility due to fog. The sky is dark blue, and the road appears smooth but details are unclear.",0
train\Fog\haze-032.jpg,"The traffic road has low visibility due to fog. The road surface is clear with no visible wetness. The sky is covered by fog, making the surroundings dim.",0
train\Fog\haze-033.jpg,"The traffic road shows poor air quality, low visibility, wet road conditions, and a cloudy sky.",0
train\Fog\haze-036.jpg,"The traffic road has low visibility, possibly due to mist or dust. The sky is purple, likely from light refraction or reflection. The road appears flat but has vehicles and people, indicating possible accidents or emergencies.",0
train\Fog\haze-037.jpg,"The visibility is low due to the presence of suspended particles in the air. The road appears slippery, potentially affecting vehicle safety. The sky is obscured by a thick layer of haze.",0
train\Fog\haze-038.jpg,"The traffic road has low visibility due to suspended particles in the air. The road condition is good, with no visible damage or water. The sky appears hazy, with soft lighting.",0
train\Fog\haze-039.jpg,"The traffic road shows poor air quality, low visibility, wet road conditions, and a cloudy sky.",0
train\Fog\haze-040.jpg,"The weather conditions show low visibility, a hazy sky, and a clear road surface.",0
train\Fog\haze-041.jpg,"The traffic road has low visibility due to fog. The air appears slightly hazy, likely due to pollutants in the fog. The road is clear with no visible water or potholes. The sky is covered by fog, making it dark and blurry.",0
train\Fog\haze-042.jpg,"The visibility is low due to fog. The road is wet and slippery, with possible puddles. The sky is obscured by fog.",0
train\Fog\haze-043.jpg,"The traffic road has low visibility due to fog. The road condition is good with no visible damage or water accumulation. The sky appears hazy, with soft lighting and no strong sunlight.",0
train\Fog\haze-044.jpg,"The visibility is low, the sky is dark, and the road is wet.",0
train\Fog\haze-045.jpg,The traffic road has low visibility due to fog. The road condition is good with no visible water or ice. The sky is covered by fog.,0
train\Fog\haze-046.jpg,"The traffic road has low visibility, likely due to mist or particles in the air. The road appears wet, possibly from recent rain. The sky is overcast with dim lighting.",0
train\Fog\haze-048.jpg,"The traffic road shows poor air quality, low visibility, and normal road conditions. The sky appears overcast.",0
train\Fog\haze-049.jpg,"The visibility is low due to the dark sky and possible haze. The road appears smooth but details are hard to discern. The sky is overcast, with a yellowish hue from the lights.",0
train\Fog\haze-050.jpg,"The air quality is poor, visibility is low, and the road is slippery. The sky appears overcast.",0
train\Fog\haze-051.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the road appears slightly wet.",0
train\Fog\haze-053.jpg,"The traffic road has low visibility, the sky is hazy. The road is busy with vehicles but not congested.",0
train\Fog\haze-054.jpg,"The air quality is poor, reducing visibility. The road condition is good, vehicles are driving normally. The sky is overcast.",0
train\Fog\haze-056.jpg,"The traffic road has low visibility due to fog. The air is hazy, but there is no visible pollution. The road condition is good with no signs of wetness or slippage. The sky is covered in fog, making the light dim.",0
train\Fog\haze-057.jpg,"The traffic road has low visibility due to fog. The distant vehicles and trees appear blurred. The road condition is good with no visible water or potholes. The sky appears hazy, with light diffused through the fog.",0
train\Fog\haze-058.jpg,"The traffic road has low visibility due to fog. The road appears wet, potentially affecting safety. The sky is hazy, indicating poor air quality.",0
train\Fog\haze-059.jpg,"The road has low visibility, possibly due to mist or dust. The sky is purple, likely from light refraction or reflection. The road appears wet, probably due to poor lighting at night.",0
train\Fog\haze-060.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the road surface is clear with no visible water or ice.",0
train\Fog\haze-061.jpg,"The traffic road has low visibility, the sky is a deep blue color. The road surface appears smooth but details are unclear due to poor visibility.",0
train\Fog\haze-063.jpg,"The weather is foggy, reducing visibility. The sky is uniformly grayish-white. The road appears smooth but details are unclear due to the mist.",0
train\Fog\haze-064.jpg,The traffic road has low visibility due to suspended particles. The road is wet and icy with snow traces. Vehicles produce smoke while driving. The sky is overcast without clear sunlight or blue skies.,0
train\Fog\haze-065.jpg,"The traffic road has low visibility due to fog. The road condition is good with no visible water or ice. The sky is covered by fog, making the distant scenery unclear.",0
train\Fog\haze-066.jpg,"The traffic road has low visibility due to fog. The air quality is affected, but the specific pollution level is unclear. The road condition is good with no visible damage. The sky appears overcast, indicating a low visibility weather condition.",0
train\Fog\haze-067.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, reflecting the lights of vehicles. The sky appears overcast with no clear blue or clouds visible.",0
train\Fog\haze-068.jpg,"The road appears wet, likely from recent rain. The sky is hazy, with low visibility due to small particles in the air. The weather is overcast but not severe.",0
train\Fog\haze-069.jpg,"The visibility is low due to the presence of suspended particles. The road condition is good, with no visible damage or water. The sky is not clear due to the fog.",0
train\Fog\haze-071.jpg,"The visibility is low, the sky is hazy. The road surface appears smooth and dry.",0
train\Fog\haze-072.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the road appears wet with possible standing water.",0
train\Fog\haze-074.jpg,The traffic road has low visibility due to fog. The road condition is good with no visible damage. The sky is obscured by the fog.,0
train\Fog\haze-075.jpg,"The visibility is low, likely due to air pollution or mist. The road appears smooth and clear. The sky is overcast.",0
train\Fog\haze-077.jpg,"The visibility is low due to fog. The sky appears overcast, and the road looks wet.",0
train\Fog\haze-078.jpg,"The traffic road has low visibility due to fog. The air appears moist, and the road is in good condition with no visible damage. The sky is covered by fog, creating a hazy atmosphere.",0
train\Fog\haze-080.jpg,"The visibility is low due to fog. The road is clear, and the sky is obscured by fog.",0
train\Fog\haze-081.jpg,The traffic road is obscured by low visibility due to dense fog.,0
train\Fog\haze-082.jpg,"The traffic road has low visibility due to fog. The road condition is good, with no visible damage or water. The sky is obscured by fog.",0
train\Fog\haze-083.jpg,"The traffic road has low visibility due to suspended particles. The road is wet and covered with snow, causing vehicles to produce smoke. The sky is overcast without clear sunlight or blue skies.",0
train\Fog\haze-084.jpg,"The road surface appears wet, likely due to recent rain. Visibility is low, possibly due to mist or particulate matter in the air. The sky is overcast with no visible sunlight.",0
train\Fog\haze-085.jpg,"The visibility is low due to fog. The air appears hazy. The road is clear and flat. The sky is covered with fog, creating a soft glow.",0
train\Fog\haze-086.jpg,"The weather is foggy, reducing visibility. The road appears wet, likely due to humidity. The sky is overcast and dark.",0
train\Fog\haze-087.jpg,"The traffic road has low visibility due to dense fog. The road condition is good with no visible damage or water. The sky is covered by thick fog, making the environment dark and gloomy.",0
train\Fog\haze-088.jpg,"The road is wet, visibility is low, and the sky is overcast.",0
train\Fog\haze-090.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the road is wet, reflecting vehicle lights.",0
train\Fog\haze-091.jpg,"The traffic road shows poor air quality, low visibility, wet road conditions, and a cloudy sky.",0
train\Fog\haze-092.jpg,"The traffic road shows poor air quality, low visibility, and good road conditions. The sky is hazy.",0
train\Fog\haze-093.jpg,The traffic road has low visibility due to dense fog.,0
train\Fog\haze-094.jpg,"The traffic road has low visibility due to fog. The sky is uniformly white, with no visible clouds or blue sky. The road condition is good, with no apparent water or damage. Overall, the weather appears overcast and foggy.",0
train\Fog\haze-095.jpg,"The air quality is poor, visibility is low, and the road is slippery. The sky appears hazy with light filtering through.",0
train\Fog\haze-096.jpg,The visibility is low due to fog. The air appears hazy. The road surface is clear. The sky is obscured by fog.,0
train\Fog\haze-097.jpg,The traffic road has low visibility due to the presence of suspended particles in the air. The road condition is good with no visible wet or slippery areas. The sky is obscured by a thick layer of haze.,0
train\Fog\haze-098.jpg,"The traffic road has low visibility due to fog. The sky appears hazy, and the distant vehicles and traffic lights are blurred. The road looks dry but details are unclear due to the fog.",0
train\Fog\haze-099.jpg,"The traffic road shows low visibility due to fog. The air appears moist, and the sky is hazy with dim lighting.",0
train\Fog\haze-100.jpg,"The road surface appears wet, likely due to recent rain. Visibility is low, possibly due to mist or particulate matter in the air. The sky is overcast.",0
train\Fog\haze-101.jpg,"The traffic road has low visibility due to fog. The distant vehicles and streetlights appear blurred. The road condition is good, with no visible damage or water. The sky is obscured by fog, with light filtering through.",0
train\Fog\haze-102.jpg,"The traffic road is shrouded in mist, reducing visibility. The road appears wet, likely due to recent rain or dew. The sky is overcast, with no sunlight.",0
train\Fog\haze-103.jpg,"The traffic road has low visibility due to light reflection and the headlights of the car. The sky shows a twilight hue, but the air quality is unclear. The road appears smooth with no visible water or potholes.",0
train\Fog\haze-104.jpg,"The visibility is low due to fog. The sky is overcast, and the road conditions are poor.",0
train\Fog\haze-105.jpg,"The traffic road shows poor air quality, low visibility, and a thick layer of haze covering the sky.",0
train\Fog\haze-106.jpg,The traffic road has low visibility due to air pollution. The road condition is good with no visible damage. The sky appears hazy.,0
train\Fog\haze-109.jpg,"The traffic road has low visibility, the sky is hazy.",0
train\Fog\haze-110.jpg,"The air quality is poor, visibility is low, the road is slippery, and the sky is overcast.",0
train\Fog\haze-111.jpg,"The traffic road is hazy, with low visibility. The sky appears overcast, and the light is diffused through the haze.",0
train\Fog\haze-112.jpg,"The traffic road shows poor air quality, low visibility, and a blurred road surface. The sky is covered by dense fog.",0
train\Fog\haze-115.jpg,"The traffic road has low visibility due to fog. The road is wet, possibly with standing water. The sky is obscured by the fog.",0
train\Fog\haze-119.jpg,"The traffic road shows poor air quality, low visibility, and a thick layer of haze covering the sky. The road conditions are clear, but the overall environment appears gloomy.",0
train\Fog\haze-120.jpg,"The traffic road has low visibility due to fog. The road is wet, possibly with standing water. The sky is obscured by fog.",0
train\Fog\haze-121.jpg,"The image shows a low visibility condition with a hazy sky. The road has reflective markings and traffic cones, indicating possible construction or maintenance work. The ground appears smooth and dry. The overall environment is dimly lit.",0
train\Fog\haze-122.jpg,"The air quality is poor, visibility is low, and the road surface appears blurred. The sky is overcast with a grayish hue.",0
train\Fog\haze-124.jpg,"The visibility is low due to fog. The road appears wet, likely from the mist. The sky is overcast and dark.",0
train\Fog\haze-126.jpg,"The road is wet, reflecting the surroundings. The sky has a hazy tone with low visibility but no visible fog or haze. The poles and vehicles are clearly in the light. The weather gives a slightly overcast impression.",0
train\Fog\haze-128.jpg,"The visibility is low due to fog. The road surface appears clear, and the sky is obscured by fog.",0
train\Fog\haze-129.jpg,"The traffic road shows low visibility, with a misty sky and wet pavement.",0
train\Fog\haze-130.jpg,"The traffic road has low visibility, the sky is hazy. The road surface is smooth and dry.",0
train\Fog\haze-132.jpg,"The visibility is low due to the presence of suspended particles. The road surface is clear, but details in the distance are obscured by fog. The sky is covered by dense fog, making it difficult to see specific weather conditions.",0
train\Fog\haze-134.jpg,"The traffic road is shrouded in a thick fog, reducing visibility. The road appears wet and slippery. The sky is covered with dense mist, creating a gloomy atmosphere.",0
train\Fog\haze-135.jpg,"The traffic road has low visibility due to fog. The air is hazy, making distant vehicles and road signs blurry. The road condition is clear with no visible wetness. The sky is obscured by fog, making it difficult to see the specific color or cloud distribution.",0
train\Fog\haze-136.jpg,"The image shows poor air quality, low visibility, wet road conditions, and a sky obscured by dense fog.",0
train\Fog\haze-139.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the road condition is good.",0
train\Fog\haze-141.jpg,"The visibility is low due to the presence of suspended particles in the air. The road appears wet, likely from humidity. The sky is overcast with a grayish hue.",0
train\Fog\haze-142.jpg,"The traffic road has low visibility due to fog. The sky is overcast, and the road appears wet.",0
train\Fog\haze-145.jpg,"The traffic road has low visibility due to fog. The road condition is good, with no visible damage or water. The sky's condition is unclear, but the overall environment appears overcast.",0
train\Fog\haze-148.jpg,"The traffic road has low visibility due to fog. The road is wet, possibly with standing water. The sky is overcast, giving a gloomy impression.",0
train\Fog\haze-149.jpg,"The traffic road has low visibility due to fog. The road condition is good, with no visible damage or water. The sky's condition is unclear.",0
train\Fog\haze-150.jpg,"The traffic road has low visibility, possibly due to suspended particles or moisture. The road appears wet, likely from recent rain. The sky is overcast with no visible sunlight.",0
train\Fog\mist-001.jpg,"The traffic road has low visibility due to air pollution. The sky is hazy, and the overall atmosphere is gray. The road condition is good with no visible damage or water accumulation.",0
train\Fog\mist-002.jpg,"The traffic road has low visibility due to fog. The road appears wet, likely from high humidity. The sky is overcast with no clear blue or clouds visible.",0
train\Fog\mist-003.jpg,"The road is wet, likely due to recent rain. Visibility is low, possibly due to the rain. The sky is cloudy or overcast.",0
train\Fog\mist-009.jpg,"The traffic road has poor visibility due to wet conditions. The sky appears overcast, but specific cloud details are unclear.",0
train\Fog\mist-013.jpg,"The traffic road is covered with thick snow, reducing visibility. The sky appears hazy.",0
train\Fog\mist-015.jpg,"The traffic road has low visibility due to fog. The sky is covered with fog, making distant vehicles appear blurry. The road condition is good, with no visible damage or water accumulation.",0
train\Fog\mist-016.jpg,"The traffic road appears wet, likely due to recent rain. Visibility is low, possibly from rain reflections and refractions. The sky looks overcast with no clear blue or sunlight. Overall, the weather seems damp and hazy.",0
train\Fog\mist-019.jpg,"The weather is hazy, with low visibility. The sky is covered in mist, making distant objects appear blurry. The road surface is clear and well-maintained.",0
train\Fog\mist-020.jpg,"The traffic road has low visibility due to fog. The air appears humid, and the road looks wet. The sky is obscured by fog, with a bright halo effect from the light.",0
train\Fog\mist-021.jpg,"The traffic road has low visibility due to fog. The road is wet and slippery, possibly with ice or snow. The sky is covered by fog, making it dark.",0
train\Fog\mist-023.jpg,"The traffic road has low visibility due to air pollution. The sky is hazy, and the road surface appears clear.",0
train\Fog\mist-024.jpg,The visibility is low due to fog. The road conditions are clear. The sky is obscured by fog.,0
train\Fog\mist-027.jpg,"The traffic road has low visibility, poor air quality, and a thick layer of haze covers the sky, making distant buildings appear blurry.",0
train\Fog\mist-030.jpg,"The traffic road has low visibility due to fog. The distant vehicles and signs are blurred. The road condition is good, with no visible damage or water. The sky's condition is unclear, but the overall environment is hazy.",0
train\Fog\mist-033.jpg,"The traffic road has low visibility, and the sky appears hazy.",0
train\Fog\mist-034.jpg,"The traffic road has low visibility, with poor air quality. The sky is covered by a thick haze, making distant objects blurry.",0
train\Fog\mist-035.jpg,"The traffic road has low visibility due to the presence of suspended particles. The sky appears hazy, and the overall atmosphere is foggy. The road conditions are complex with slow-moving vehicles and some congestion.",0
train\Fog\mist-039.jpg,"The visibility is low due to fog. The road appears clear, but the details are obscured by the mist. The sky is not visible due to the fog.",0
train\Fog\mist-041.jpg,"The traffic road has low visibility due to fog. The sky is dark, and the road condition is good.",0
